stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,wheelchair_boarding
1562,10100,"Clinton St & Michigan Ave",,42.884359,-78.867902,1,0
1563,10110,"Clinton St & Monroe St",,42.881498,-78.852110,1,0
1567,10150,"Clinton St & Oak St",,42.884740,-78.871231,1,0
1570,10030,"Clinton St & Lewis St",,42.877897,-78.835290,1,0
1571,9750,"Clinton St & Fillmore Ave",,42.879259,-78.839371,1,0
1575,9640,"Clinton St & Clare St",,42.879588,-78.841182,1,0
1576,9645,"Clinton St & Cliff St",,42.871869,-78.812872,1,0
1577,9650,"Clinton St & Cliff St",,42.871989,-78.812702,1,0
1578,9660,"Clinton St & Cochrane St",,42.871778,-78.799251,1,0
1579,9670,"Clinton St & Electric Ave",,42.871639,-78.798231,1,0
1580,9690,"Clinton St & Emslie St",,42.880947,-78.849160,1,0
1581,9700,"Clinton St & Emslie St",,42.881008,-78.848711,1,0
1582,9710,"Clinton St & Fernwood Ave",,42.871598,-78.796284,1,0
1583,9910,"Clinton St & Hobart St",,42.873779,-78.824302,1,0
1584,9730,"Clinton St & Fernwood Loop",,42.871450,-78.794942,1,0
1585,10210,"Clinton St & Pine St",,42.883608,-78.864133,1,0
1586,9760,"Clinton St & Fillmore Ave",,42.879279,-78.838971,1,0
1589,9790,"Clinton St & Gilbert St",,42.875387,-78.828773,1,0
1590,9800,"Clinton St & Gilbert St",,42.875218,-78.828083,1,0
1592,9810,"Clinton St & Gorski St",,42.871880,-78.809981,1,0
1595,9850,"Clinton St & Harlem Rd",,42.871428,-78.787603,1,0
1596,9870,"Clinton St & Harlem Rd",,42.871537,-78.787924,1,0
1597,9880,"Clinton St & Hickory St",,42.882729,-78.859282,1,0
1598,9721,"Clinton St & Fernwood Loop",,42.871589,-78.795113,1,0
1599,10593,"Colvin Blvd & Colvin Extension",,43.001780,-78.854363,1,0
1601,10490,"Colvin Blvd & Argonne Ave",,42.963619,-78.858212,1,0
1602,10500,"Colvin Blvd & Argonne Dr",,42.963879,-78.858311,1,0
1603,10510,"Colvin Blvd & Belmont Ave",,42.986588,-78.853941,1,0
1604,10520,"Colvin Blvd & Belmont Ave",,42.986700,-78.853731,1,0
1605,10530,"Colvin Blvd & Black Creek Rd",,43.009209,-78.846721,1,0
1606,10540,"Colvin Blvd & Black Creek Rd",,43.009589,-78.846853,1,0
1607,10550,"Colvin Blvd & Brighton Rd",,42.990838,-78.852663,1,0
1608,10560,"Colvin Blvd & Brighton Rd",,42.991389,-78.852831,1,0
1609,10563,"Colvin Blvd & Morrison Ave",,42.989490,-78.852871,1,0
1610,10570,"Colvin Blvd & Brompton Rd",,43.005569,-78.846991,1,0
1612,10590,"Colvin Blvd & Colvin Extension",,43.002339,-78.854430,1,0
1613,10460,"2097 Colvin Blvd",,42.994910,-78.852562,1,0
1616,10620,"Colvin Blvd & Crosby Ave",,42.965449,-78.858270,1,0
1617,10630,"Colvin Blvd & Crosby Ave",,42.965770,-78.858380,1,0
1618,10640,"Colvin Blvd & Deerhurst Park Blvd",,42.968529,-78.858413,1,0
1619,10650,"Colvin Blvd & Deerhurst Park Blvd",,42.969058,-78.858480,1,0
1620,10660,"Colvin Blvd & Colvin Woods Parkway",,42.993170,-78.852612,1,0
1622,10680,"Colvin Blvd & Eggert Rd",,42.997749,-78.851983,1,0
1624,10700,"Colvin Blvd & Ellicot Creek Rd",,43.011549,-78.846681,1,0
1625,10710,"Colvin Blvd & Ellicot Creek Rd",,43.011669,-78.846830,1,0
1626,10580,"Colvin Blvd & Brompton Rd",,43.005600,-78.847152,1,0
1628,10220,"Clinton St & Pine St",,42.883600,-78.863692,1,0
1629,10230,"Clinton St & Pleasant Parkway",,42.871737,-78.797673,1,0
1632,10240,"Clinton St & Compass East",,42.884019,-78.866603,1,0
1634,10260,"Clinton St & Smith St",,42.880158,-78.844271,1,0
1635,10270,"Clinton St & Smith St",,42.880158,-78.843852,1,0
1636,10280,"Clinton St & Spann St",,42.871880,-78.812023,1,0
1637,10290,"Clinton St & Spring St",,42.882309,-78.856843,1,0
1638,10300,"Clinton St & Spring St",,42.882348,-78.856442,1,0
1640,10320,"Clinton St & South Ogden St",,42.871820,-78.801831,1,0
1645,10360,"Clinton St & Weaver St",,42.871888,-78.803733,1,0
1647,10380,"Clinton St & Weimar St",,42.871858,-78.807884,1,0
1648,10390,"Clinton St & Weimar St",,42.871910,-78.807491,1,0
1651,10430,"College Ave & McKoon Ave",,43.122439,-79.050171,1,0
1652,10440,"1069 Colvin Blvd",,42.969858,-78.858403,1,0
1653,10450,"1080 Colvin Blvd",,42.970568,-78.858462,1,0
1654,10310,"Clinton St & South Ogden St",,42.871710,-78.802362,1,0
1657,8440,"Central Ave & Sawyer Ave",,42.909959,-78.671962,1,0
1658,8445,"Central Ave & Broadway",,42.900579,-78.670550,1,0
1661,8490,"Cleveland Dr & Century Rd",,42.944409,-78.795022,1,0
1669,8393,"Central Ave & Laverack Ave",,42.907988,-78.671601,1,0
1674,8650,"Church St & Franklin St",,42.883529,-78.876860,1,0
1675,8660,"Church St & Franklin St",,42.883679,-78.877940,1,0
1677,8690,"Church St & Main St",,42.883000,-78.875492,1,0
1684,5273,"Broadway & Dick Rd",,42.905180,-78.727592,1,0
1697,8773,"1119 Cleveland Dr",,42.944757,-78.758063,1,0
1713,9200,"Clinton St & Farmers Market",,42.873129,-78.823021,1,0
1715,9240,"Clinton St & Cedar St",,42.883178,-78.861182,1,0
1716,9250,"Clinton St & Performing Arts",,42.883227,-78.862031,1,0
1726,9440,"Clinton St & Bond St",,42.880679,-78.847453,1,0
1729,9470,"Clinton St & Babcock St",,42.875870,-78.830153,1,0
1730,9480,"Clinton St & Babcock St",,42.876070,-78.830181,1,0
1731,9490,"Clinton St & Bailey Ave",,42.872009,-78.819821,1,0
1732,9500,"Clinton St & Bailey Ave",,42.872080,-78.819473,1,0
1733,9510,"Clinton St & Baitz Ave",,42.874560,-78.826603,1,0
1734,9520,"Clinton St & Baitz Ave",,42.874417,-78.825942,1,0
1735,9530,"Clinton St & Barnard St",,42.871798,-78.806033,1,0
1736,9540,"Clinton St & Barnard St",,42.871888,-78.805401,1,0
1737,9550,"Clinton St & Bender Ave",,42.878448,-78.836741,1,0
1739,9000,"Cleveland Dr & Highview Court",,42.944848,-78.792862,1,0
1740,8774,"1120 Cleveland Dr",,42.944938,-78.758211,1,0
1744,8850,"Cleveland Dr & Century Rd",,42.944478,-78.795182,1,0
1745,8860,"Cleveland Dr & Charnwood Dr",,42.944870,-78.790002,1,0
1746,8870,"Cleveland Dr & Charnwood Dr",,42.944988,-78.789743,1,0
1751,9190,"Clinton St & Lewis St",,42.877610,-78.834290,1,0
1752,8990,"Cleveland Dr & Harlem Rd",,42.944999,-78.785404,1,0
1754,9003,"Cleveland Dr & Highview Court",,42.944999,-78.792591,1,0
1756,9040,"Cleveland Dr & Marsdale Rd",,42.945009,-78.786740,1,0
1757,9050,"Cleveland Dr & Mt Vernon Rd",,42.944889,-78.786741,1,0
1761,9110,"Cleveland Dr & Roycroft Blvd",,42.944870,-78.780512,1,0
1762,9130,"Cleveland Dr & Union Rd",,42.944779,-78.755270,1,0
1763,9133,"Cleveland Dr & Union Rd",,42.944908,-78.754880,1,0
1764,9140,"Cleveland Dr & Walton Dr",,42.944900,-78.777693,1,0
1765,9143,"Cleveland Dr & Walton Dr",,42.944999,-78.777310,1,0
1766,8980,"Cleveland Dr & Harlem Rd",,42.944859,-78.784911,1,0
1767,1830,"Amherst St & Grant St",,42.938170,-78.890282,1,0
1768,1973,"Amherst St & Elmwood Ave",,42.940639,-78.879560,1,0
1769,1700,"Amherst St & Delaware Ave",,42.940480,-78.868051,1,0
1770,1710,"Amherst St & Delaware Ave",,42.940578,-78.868252,1,0
1771,1720,"Amherst St & Delaware Ave",,42.940578,-78.867133,1,0
1772,1730,"Amherst St & Duane Terrace",,42.940367,-78.843200,1,0
1773,1740,"Amherst St & East St",,42.934909,-78.900511,1,0
1775,1760,"Amherst St & Edge Park Ave",,42.940559,-78.863394,1,0
1776,1770,"Amherst St & Elmer Ave",,42.940088,-78.819500,1,0
1777,1780,"Amherst St & Elmwood Ave",,42.940510,-78.878801,1,0
1778,1790,"Amherst St & Elmwood Ave",,42.940609,-78.877752,1,0
1779,1670,"Amherst St & Comstock Ave",,42.940118,-78.817400,1,0
1780,1820,"Amherst St & Grant St",,42.938348,-78.889390,1,0
1782,1840,"Amherst St & Greenfield St",,42.940420,-78.845101,1,0
1783,1860,"Amherst St & Hill St",,42.940239,-78.831410,1,0
1784,1880,"Amherst St & Lincoln Parkway",,42.940480,-78.872471,1,0
1785,1890,"Amherst St & Lincoln Parkway",,42.940598,-78.872100,1,0
1786,1900,"Amherst St & Main St",,42.940337,-78.837571,1,0
1787,1910,"Amherst St & Amherst St Station",,42.940198,-78.838451,1,0
1788,1920,"Amherst St & Manhattan Ave",,42.940069,-78.828263,1,0
1789,1930,"Amherst St & Manhattan Ave",,42.940209,-78.828401,1,0
1790,1940,"Amherst St & Military Rd",,42.936649,-78.894331,1,0
1791,1950,"Amherst St & Military Rd",,42.937109,-78.893261,1,0
1792,1960,"Amherst St & New Amsterdam Ave",,42.940458,-78.862283,1,0
1793,1330,"Abbott Rd & Willet Rd",,42.804560,-78.797442,1,0
1794,1800,"Amherst St & Fairfield St",,42.940250,-78.843763,1,0
1796,2590,"Bailey Ave & Broadway",,42.896789,-78.813973,1,0
1797,1350,"Abbott Rd & Woodside Ave",,42.842000,-78.808850,1,0
1800,1390,"Alberta Dr & Amsterdam Ave",,42.985439,-78.817322,1,0
1801,1400,"Alberta Dr & Amsterdam Ave",,42.985629,-78.817470,1,0
1804,1440,"Alberta Dr & Henel Rd",,42.982929,-78.817551,1,0
1805,1463,"Alberta Dr & Wegmans",,42.989388,-78.817073,1,0
1806,1464,"Alberta Dr & Wegmans",,42.989479,-78.817320,1,0
1807,1690,"Amherst St & Crescent Ave",,42.940280,-78.846581,1,0
1809,1980,"Amherst St & Niagara St",,42.934569,-78.901741,1,0
1812,1517,"99 Amherst St",,42.935279,-78.899352,1,0
1813,1520,"200 Amherst St",,42.936208,-78.896052,1,0
1814,1540,"601 Amherst St",,42.940458,-78.881811,1,0
1815,1580,"Amherst St & Bailey Ave",,42.940167,-78.813911,1,0
1816,1600,"Amherst St & Bridgeman St",,42.940658,-78.882981,1,0
1817,1610,"Amherst St & Reservation St",,42.940137,-78.884452,1,0
1818,1620,"Amherst St & Bush St",,42.939888,-78.885532,1,0
1819,1630,"227 Amherst St",,42.936189,-78.895782,1,0
1820,1640,"Amherst St & Clarence Ave",,42.940039,-78.822731,1,0
1821,1650,"Amherst St & Colvin Ave",,42.941129,-78.855742,1,0
1823,2450,"97 Bailey Ave",,42.859220,-78.827143,1,0
1824,1970,"Amherst St & New Amsterdam Ave",,42.940537,-78.861792,1,0
1825,2310,"Auspurger Rd & Slee Hall",,42.998138,-78.782572,1,0
1826,2350,"Bailey Ave & Michael Rd",,42.955598,-78.813733,1,0
1827,2360,"3675 Bailey Ave",,42.956639,-78.813972,1,0
1828,2370,"Bailey Ave & UB Dental School",,42.953529,-78.813892,1,0
1829,2380,"Bailey Ave & UB Dental School",,42.953397,-78.813683,1,0
1830,2390,"Bailey Ave & Buffalo China Rd",,42.868918,-78.822051,1,0
1831,2395,"658 Bailey Ave",,42.872960,-78.819642,1,0
1833,2410,"761 Bailey Ave",,42.874768,-78.817942,1,0
1834,2420,"90 Bailey Ave",,42.859329,-78.827621,1,0
1835,2295,"Millersport Highway & UB Entrance",,42.997299,-78.780942,1,0
1836,2440,"929 Bailey Ave",,42.879509,-78.814490,1,0
1837,2290,"Auspurger Rd & Jacobs Hall",,42.998119,-78.788091,1,0
1838,2480,"Bailey Ave & Amherst St",,42.940110,-78.813522,1,0
1839,2490,"Bailey Ave & Amherst St",,42.940510,-78.813762,1,0
1840,2500,"Bailey Ave & Amherst Development Park",,42.996590,-78.816871,1,0
1841,2510,"Bailey Ave & Antwerp St",,42.911148,-78.813631,1,0
1842,2520,"Bailey Ave & Antwerp St",,42.911170,-78.813803,1,0
1844,2530,"Bailey Ave & Abbott Rd",,42.857748,-78.828960,1,0
1845,2540,"Bailey Ave & Abbott Rd",,42.857258,-78.829401,1,0
1848,2570,"Bailey Ave & Broadway",,42.897238,-78.814100,1,0
1849,5290,"Broadway & Elm St",,42.886390,-78.869163,1,0
1850,2430,"926 Bailey Ave",,42.879550,-78.814782,1,0
1851,2133,"Amherst St & Tops Market",,42.937619,-78.891431,1,0
1852,1990,"Amherst St & Nichols School",,42.940989,-78.856971,1,0
1853,2000,"Amherst St & Nottingham Terrace",,42.940420,-78.860422,1,0
1854,2010,"Amherst St & Nottingham Terrace",,42.940548,-78.860062,1,0
1855,2020,"Amherst St & Pannell St",,42.940178,-78.836303,1,0
1856,2030,"Amherst St & Pannell St",,42.940310,-78.836351,1,0
1857,2040,"Amherst St & Parker-Amherst Station",,42.940318,-78.838993,1,0
1858,2050,"Amherst St & Parkridge Ave",,42.940080,-78.821264,1,0
1859,2070,"Amherst St & Parkside Ave",,42.940329,-78.850481,1,0
1860,2080,"Amherst St & Parkside Ave",,42.940458,-78.850521,1,0
1861,2090,"Amherst St & Peter St",,42.939019,-78.887570,1,0
1862,2100,"Amherst St & Peter St",,42.939208,-78.887430,1,0
1863,2300,"Auspurger Rd & Slee Hall",,42.998028,-78.782573,1,0
1864,2130,"Amherst St & Tonawanda St",,42.935569,-78.899342,1,0
1865,1310,"Abbott Rd & Webster Rd",,42.781837,-78.789823,1,0
1866,2136,"Amherst St & Tops",,42.937740,-78.891472,1,0
1867,2140,"Amherst St & Woodward Ave",,42.940310,-78.849332,1,0
1868,2150,"Amherst St & Woodward Ave",,42.940420,-78.849122,1,0
1869,2160,"Amtrak Station & Dick Rd",,42.907018,-78.726621,1,0
1877,2280,"Auspurger Rd & Jacobs Hall",,42.998009,-78.788092,1,0
1878,2110,"Amherst St & Summit Ave",,42.940398,-78.847733,1,0
1879,550,"Abbott Rd & Burmon Dr",,42.802348,-78.796781,1,0
1880,680,"Abbott Rd & Eden St",,42.836440,-78.807101,1,0
1881,390,"3551 Abbott Rd",,42.787899,-78.791383,1,0
1883,420,"Abbott Rd & Abbott Rd Plaza",,42.830458,-78.805011,1,0
1884,430,"Abbott Rd & Kimmel Ave",,42.856608,-78.826180,1,0
1885,440,"Abbott Rd & Alamo Place",,42.856529,-78.826521,1,0
1886,470,"Abbott Rd & Bailey Ave",,42.856910,-78.828694,1,0
1887,485,"Abbott Rd & Berg Rd",,42.804198,-78.797090,1,0
1888,490,"Abbott Rd & Big Tree Rd",,42.767528,-78.791281,1,0
1889,500,"Abbott Rd & Big Tree Rd",,42.767889,-78.791461,1,0
1890,510,"Abbott Rd & Brookview Terrace",,42.785109,-78.790622,1,0
1891,351,"9th St & Profit Lane",,43.117427,-79.049081,1,0
1892,540,"Abbott Rd & Burmon Dr",,42.802219,-78.796442,1,0
1893,350,"9th St & Profit Lane",,43.117948,-79.048463,1,0
1895,580,"Abbott Rd & Cazenovia St",,42.848330,-78.812302,1,0
1897,590,"Abbott Rd & Columbus Ave",,42.850210,-78.815150,1,0
1898,600,"Abbott Rd & Como Rd",,42.851769,-78.817250,1,0
1899,610,"Abbott Rd & Densmore Ave",,42.836418,-78.806922,1,0
1900,620,"Abbott Rd & Dorrance Ave",,42.831908,-78.805470,1,0
1901,630,"Abbott Rd & Dorrance Ave",,42.832119,-78.805771,1,0
1902,640,"Abbott Rd & Downing St",,42.834478,-78.806302,1,0
1903,650,"Abbott Rd & Downing St",,42.834678,-78.806562,1,0
1904,660,"Abbott Rd & Dundee St",,42.838079,-78.807432,1,0
1905,1340,"Abbott Rd & Woodside Ave",,42.841770,-78.808591,1,0
1907,160,"3rd St & Old Falls St",,43.086018,-79.059141,1,0
1916,120,"3rd St & Ferry Ave",,43.090570,-79.059311,1,0
1917,130,"3rd St & Ferry Ave",,43.090789,-79.059430,1,0
1919,380,"3544 Abbott Rd",,42.787819,-78.791611,1,0
1920,151,"3rd St & Niagara St",,43.088989,-79.059193,1,0
1921,690,"Abbott Rd & Elmview Ave",,42.821769,-78.802103,1,0
1923,190,"3rd St & Rainbow Blvd",,43.083938,-79.059052,1,0
1924,200,"3rd St & Wendel Way",,43.087408,-79.059252,1,0
1926,210,"7th St & Porter Ave",,42.900658,-78.893131,1,0
1927,269,"9th St & AppleWalk South",,43.115369,-79.050793,1,0
1928,270,"9th St & Applewalk",,43.116638,-79.049440,1,0
1929,271,"9th St & Applewalk North",,43.119110,-79.047643,1,0
1930,272,"9th St & Applewalk North",,43.118828,-79.048042,1,0
1931,280,"9th St & Applewalk",,43.115468,-79.050921,1,0
1932,290,"9th St & DeVeaux St",,43.120688,-79.048913,1,0
1933,300,"9th St & Garden Ave",,43.113638,-79.052512,1,0
1934,150,"3rd St & Niagara St",,43.088589,-79.059334,1,0
1935,1170,"Abbott Rd & Ridge Rd",,42.828479,-78.804422,1,0
1936,670,"Abbott Rd & ECC South Campus",,42.772529,-78.797172,1,0
1937,1040,"Abbott Rd & Milford St",,42.852098,-78.817442,1,0
1938,1060,"Abbott Rd & Narragansett Rd",,42.839800,-78.807971,1,0
1940,1080,"Abbott Rd & Oakhurst Ave",,42.844579,-78.809633,1,0
1941,1090,"Abbott Rd & Olympic Ave",,42.782150,-78.790112,1,0
1942,1100,"Abbott Rd & Palm St",,42.826649,-78.803992,1,0
1943,1110,"Abbott Rd & Peconic St",,42.844088,-78.809312,1,0
1944,1120,"Abbott Rd & Pellman Place",,42.806039,-78.797673,1,0
1945,1130,"Abbott Rd & Potters Rd",,42.846308,-78.809941,1,0
1946,1140,"Abbott Rd & Red Jacket Parkway",,42.846749,-78.810502,1,0
1948,1160,"Abbott Rd & Richmond Ave",,42.783690,-78.790503,1,0
1950,1180,"Abbott Rd & Ridge Rd",,42.827479,-78.804262,1,0
1951,1190,"Abbott Rd & Stevenson St",,42.853898,-78.819872,1,0
1952,1200,"Abbott Rd & Salem St",,42.849670,-78.814160,1,0
1953,1210,"Abbott Rd & South Fisher Rd",,42.810407,-78.798993,1,0
1954,1220,"Abbott Rd & South Fisher Rd",,42.810679,-78.799301,1,0
1955,1230,"Abbott Rd & Southside Parkway",,42.856058,-78.823930,1,0
1956,1240,"Abbott Rd & Southwestern Blvd",,42.778809,-78.789371,1,0
1957,1250,"Abbott Rd & Southwestern Blvd",,42.778598,-78.789622,1,0
1959,1270,"Abbott Rd & Tamarack St",,42.850837,-78.815762,1,0
1960,1280,"Abbott Rd & Turner Ave",,42.832768,-78.805774,1,0
1962,1150,"Abbott Rd & Richmond Ave",,42.783588,-78.790224,1,0
1963,870,"Abbott Rd & Lake Ave",,42.797599,-78.795280,1,0
1964,700,"Abbott Rd & Elmview Ave",,42.821988,-78.802393,1,0
1965,710,"Abbott Rd & Errington Ave",,42.826728,-78.803842,1,0
1966,720,"Abbott Rd & Firestone St",,42.808440,-78.798613,1,0
1967,730,"Abbott Rd & Fisher Rd",,42.818908,-78.801543,1,0
1968,740,"Abbott Rd & Fisher Rd",,42.819190,-78.801803,1,0
1969,770,"Abbott Rd & Grant Blvd",,42.808418,-78.798352,1,0
1970,800,"Abbott Rd & Hillside Ave",,42.799819,-78.795733,1,0
1971,810,"Abbott Rd & Hillside Ave",,42.799909,-78.796024,1,0
1972,820,"Abbott Rd & Hollywood Ave",,42.839068,-78.807921,1,0
1974,840,"Abbott Rd & Julian Ave",,42.830288,-78.805173,1,0
1976,860,"Abbott Rd & Lake Ave",,42.797460,-78.794960,1,0
1977,2600,"Bailey Ave & Clinton St",,42.872450,-78.819601,1,0
1978,880,"Abbott Rd & Mumford St",,42.854830,-78.821383,1,0
1979,890,"Abbott Rd & Greenwood Ave",,42.824728,-78.803133,1,0
1980,900,"Abbott Rd & Lorraine Ave",,42.848448,-78.812821,1,0
1981,910,"Abbott Rd & Ludel Terrace",,42.815219,-78.800382,1,0
1982,920,"Abbott Rd & Ludel Terrace",,42.815258,-78.800661,1,0
1983,930,"Abbott Rd & Lynwood Ave",,42.785279,-78.790912,1,0
1984,945,"Abbott Rd & Majestic Terrace",,42.812268,-78.799531,1,0
1985,950,"Abbott Rd & Martin Rd",,42.816537,-78.800793,1,0
1986,960,"Abbott Rd & Martin Rd",,42.816828,-78.801123,1,0
1987,970,"Abbott Rd & McKinley Parkway",,42.856258,-78.824280,1,0
1988,980,"Abbott Rd & Meadowbrook Dr",,42.825060,-78.803440,1,0
1990,850,"Abbott Rd & Kennedy Dr",,42.806439,-78.798032,1,0
2017,3950,"Best St & Fillmore Ave",,42.903618,-78.839571,1,0
2018,4317,"Big Tree Rd & Centre Dr",,42.764278,-78.767793,1,0
2019,4125,"Best St & Peach St",,42.903829,-78.856340,1,0
2020,2580,"Bailey Ave & Broadway",,42.897778,-78.813830,1,0
2021,3970,"Best St & Genesee St",,42.903588,-78.836911,1,0
2022,4000,"Best St & Herman St",,42.903618,-78.844913,1,0
2023,4020,"Best St & Jefferson Ave",,42.903779,-78.854201,1,0
2024,4030,"Best St & Jefferson Ave",,42.903908,-78.853781,1,0
2025,4040,"Broadway & Brownell St",,42.896038,-78.820251,1,0
2026,4060,"Best St & Main St",,42.904448,-78.867832,1,0
2027,4070,"Best St & Main St",,42.904470,-78.867431,1,0
2028,4080,"Best St & Masten Ave",,42.903878,-78.859883,1,0
2029,4090,"Best St & Masten Ave",,42.903968,-78.859613,1,0
2030,4100,"Best St & Michigan Ave",,42.903908,-78.862770,1,0
2032,4120,"Best St & Peach St",,42.903949,-78.856212,1,0
2034,4130,"Best St & Pershing Ave",,42.903757,-78.851601,1,0
2035,4140,"Best St & Pershing Ave",,42.903889,-78.851473,1,0
2036,4150,"Best St & Sherman St",,42.903708,-78.847280,1,0
2037,4160,"Best St & Sweeney St",,42.903640,-78.841673,1,0
2038,4170,"Best St & Sweeney St",,42.903749,-78.841691,1,0
2041,4210,"Best St & Wohlers Ave",,42.903840,-78.847990,1,0
2042,4220,"Best St & West Parade Ave",,42.903788,-78.844321,1,0
2046,4110,"Best St & Michigan Ave",,42.904018,-78.862463,1,0
2049,4890,"Broadway & Adams St",,42.890599,-78.850791,1,0
2054,4950,"Broadway & Armbruster St",,42.896479,-78.816792,1,0
2056,4970,"Broadway & Aurora St",,42.899880,-78.674482,1,0
2057,4980,"Broadway & Bailey Ave",,42.896879,-78.813433,1,0
2058,4990,"Broadway & Bailey Ave",,42.896948,-78.814753,1,0
2059,4870,"Broadway & A St",,42.901678,-78.706440,1,0
2060,5040,"Broadway & Borden Rd",,42.901469,-78.706742,1,0
2064,5123,"Broadway & Canton St",,42.901768,-78.700323,1,0
2065,5140,"Broadway & Cedar St",,42.887889,-78.862300,1,0
2068,5230,"Broadway & Coit St",,42.892078,-78.843173,1,0
2070,5260,"Broadway & D&L Plaza",,42.901330,-78.682641,1,0
2071,5265,"Broadway & Davey St",,42.897589,-78.803912,1,0
2072,5270,"Broadway & Dick Rd",,42.905328,-78.727763,1,0
2073,10690,"Colvin Blvd & Eggert Rd",,42.997919,-78.852203,1,0
2087,4880,"Broadway & Adams St",,42.890349,-78.851081,1,0
2089,3940,"Best St & Ellicott St",,42.903999,-78.865774,1,0
2096,4770,"Broad St & Main St",,43.018638,-78.878970,1,0
2100,4810,"1264 Broadway",,42.895079,-78.828383,1,0
2101,4845,"4400 Broadway",,42.903100,-78.711181,1,0
2102,4690,"Broad St & Delaware St",,43.019290,-78.876042,1,0
2103,3090,"Bailey Ave & Manhart St",,42.928020,-78.813771,1,0
2104,3230,"Bailey Ave & Rohe St",,42.907298,-78.813662,1,0
2105,2960,"Bailey Ave & Kensington Ave",,42.938378,-78.813544,1,0
2106,2970,"Bailey Ave & Kensington Ave",,42.937879,-78.813544,1,0
2107,2980,"Bailey Ave & Kerns Ave",,42.916938,-78.813601,1,0
2108,2990,"2371 Bailey Ave",,42.919218,-78.813612,1,0
2109,3000,"Bailey Ave & Langfield Dr",,42.929628,-78.813560,1,0
2110,3010,"Bailey Ave & Langfield Dr",,42.930017,-78.813763,1,0
2111,3020,"Bailey Ave & Langmeyer Ave",,42.924699,-78.813783,1,0
2112,3030,"Bailey Ave & Buffalo China Rd",,42.869049,-78.822282,1,0
2113,3040,"Bailey Ave & East Lovejoy St",,42.889598,-78.814082,1,0
2114,3050,"Bailey Ave & Lovejoy St",,42.889848,-78.814252,1,0
2115,2890,"Bailey Ave & Hewitt Ave",,42.942590,-78.813761,1,0
2116,3072,"Bailey Ave & Crosby Circle",,42.960369,-78.813800,1,0
2117,2880,"Bailey Ave & Heussy Ave",,42.859790,-78.826014,1,0
2118,3100,"Bailey Ave & Collingwood Ave",,42.934580,-78.813753,1,0
2119,3110,"Bailey Ave & Millicent Ave",,42.934720,-78.813554,1,0
2120,3120,"Bailey Ave & Minnesota Ave",,42.945758,-78.813571,1,0
2121,3130,"Bailey Ave & Minnesota Ave",,42.946078,-78.813782,1,0
2122,3150,"Bailey Ave & Northland Ave",,42.918980,-78.813783,1,0
2123,3160,"Bailey Ave & Oakmont Ave",,42.932297,-78.813562,1,0
2124,3170,"Bailey Ave & Oakmont Ave",,42.932180,-78.813761,1,0
2125,3180,"Bailey Ave & Peru Place",,42.876508,-78.816701,1,0
2126,3190,"Bailey Ave & Peru Place",,42.876727,-78.816812,1,0
2127,3200,"Bailey Ave & Proctor Ave",,42.926680,-78.813572,1,0
2128,3210,"Bailey Ave & Pullman Place",,42.899050,-78.813831,1,0
2129,3960,"Best St & Fillmore Ave",,42.903727,-78.839121,1,0
2130,3070,"Bailey Ave & Main St",,42.957908,-78.813752,1,0
2132,2610,"Bailey Ave & Clinton St",,42.872228,-78.819992,1,0
2133,2640,"Bailey Ave & Dartmouth Ave",,42.943379,-78.813560,1,0
2134,2650,"Bailey Ave & East Delavan Ave",,42.922408,-78.813572,1,0
2135,2660,"Bailey Ave & East Delavan Ave",,42.922128,-78.813803,1,0
2136,2670,"Bailey Ave & Dempster St",,42.886318,-78.814141,1,0
2137,2680,"Bailey Ave & Dempster St",,42.886469,-78.814312,1,0
2138,2690,"Bailey Ave & Dingens St",,42.877678,-78.815862,1,0
2139,2700,"Bailey Ave & Dingens St",,42.878098,-78.815863,1,0
2140,2710,"Bailey Ave & Doat St",,42.909660,-78.813643,1,0
2141,2720,"Bailey Ave & Doat St",,42.909868,-78.813821,1,0
2142,2730,"Bailey Ave & Doris Ave",,42.926378,-78.813773,1,0
2143,2950,"Bailey Ave & Kensington Ave",,42.938068,-78.813771,1,0
2144,2760,"Bailey Ave & Elk St",,42.864410,-78.825653,1,0
2145,3240,"Bailey Ave & Roosevelt Ave",,42.933637,-78.813491,1,0
2146,2770,"Bailey Ave & East Ferry St",,42.914368,-78.813561,1,0
2147,2780,"Bailey Ave & East Ferry St",,42.914839,-78.813853,1,0
2148,2790,"Bailey Ave & Genesee St",,42.912348,-78.813611,1,0
2149,2800,"Bailey Ave & Genesee St",,42.912809,-78.813820,1,0
2150,2810,"Bailey Ave & Gerald Place",,42.925008,-78.813571,1,0
2151,2820,"Bailey Ave & Hastings Ave",,42.936449,-78.813521,1,0
2152,2830,"Bailey Ave & Hastings Ave",,42.936400,-78.813750,1,0
2153,2840,"Bailey Ave & Hazel Place",,42.908139,-78.813823,1,0
2155,2850,"Bailey Ave & Hennepin St",,42.887979,-78.814121,1,0
2156,2860,"Bailey Ave & Hennepin St",,42.888319,-78.814312,1,0
2157,2870,"Bailey Ave & Heussy Ave",,42.859538,-78.826262,1,0
2158,2750,"Bailey Ave & Elk St",,42.864550,-78.825330,1,0
2160,3220,"Bailey Ave & Pullman Place",,42.899039,-78.814034,1,0
2178,3820,"Beach Rd & North Main St",,42.650019,-79.033702,1,0
